Description,City,Neighborhood,Latitude,Longitude,Reference_Code,Violation_Type,Recording_Date,Recording_Hour,Recording_Minute,Source,Youtube_ID,Weapons_Used,URLs_And_News,Page_Title,Video_URL,Database_ID
#Homs northern countryside: the site where a vacuum rocket landed and the massacre that occurred in al-Zaafaraneh town.,HOMS,Al Zafaraneh,34.8925,36.77916667,RU_2524,Alleged civilian casualties from Russian attacks,2015-09-30,11.0,11.0,motasem homs,https://www.youtube.com/watch?v=vEBC4RJgiT8,NA,NA,RU_2524,https://media.syrianarchive.org/files/russian_attacks/%23%d8%ad%d9%85%d8%b5.%d8%a7%d9%84%d8%b1%d9%8a%d9%81.%d8%a7%d9%84%d8%b4%d9%85%d8%a7%d9%84%d9%8a%20%d9%85%d9%83%d8%a7%d9%86%20%d8%b3%d9%82%d9%88%d8%b7%20%d8%a7%d9%84%d8%b5%d9%88%d8%a7%d8%b1%d9%8a%d8%ae%20%d8%a7%d9%84%d9%81%d8%b1%d8%a7%d8%ba%d9%8a%d8%a9%20%d9%88%d9%88%d9%82%d9%88%d8%b9%20%d8%a7%d9%84%d9%85%d8%ac%d8%b2%d8%b1%d8%a9%20%d9%81%d9%8a%20%d8%a8%d9%84%d8%af%d8%a9%20%d8%a7%d9%84%d8%b2%d8%b9%d9%81%d8%b1%d8%a7%d9%86%d8%a9%2030_9_2015-vEBC4RJgiT8.mkv,2197
Talbiseh: a severely wounded child 30/9/2015,HOMS,Talbisah,34.833601,36.735749,RU_2525,Alleged civilian casualties from Russian attacks,2015-09-30,11.0,10.0,talbisa h,https://www.youtube.com/watch?v=eY4M7idrNvo,NA,NA,RU_2525,https://media.syrianarchive.org/files/russian_attacks/%d8%aa%d9%84%d8%a8%d9%8a%d8%b3%d8%a9%20%d8%a7%d8%b5%d8%a7%d8%a8%d8%a9%20%d8%b7%d9%81%d9%84%20%d8%a7%d8%b5%d8%a7%d8%a8%d8%a9%20%d8%ae%d8%b7%d9%8a%d8%b1%d8%a9%20%d8%ac%d8%af%d8%a7%2030%209%202015-eY4M7idrNvo.mkv,2198
#Homs_Northern_Countryside: two Russian warplanes carry out heavy air strikes on the city of Talbiseh 30/9/2015.,HOMS,Talbisah,34.833601,36.735749,RU_2526,Alleged civilian casualties from Russian attacks,2015-09-30,11.0,9.0,شبكة صدى الثورة-Sada revolution network,https://www.youtube.com/watch?v=6gagms3nUFg,NA,NA,RU_2526,https://media.syrianarchive.org/files/russian_attacks/%23%d8%ad%d9%85%d8%b5.%d8%a7%d9%84%d8%b1%d9%8a%d9%81.%d8%a7%d9%84%d8%b4%d9%85%d8%a7%d9%84%d9%8a%20%d8%b7%d8%a7%d8%a6%d8%b1%d8%aa%d8%a7%d9%86%20%d8%ad%d8%b1%d8%a8%d9%8a%d8%aa%d8%a7%d9%86%20%d8%b1%d9%88%d8%b3%d9%8a%d8%aa%d8%a7%d9%86%20%d8%aa%d8%b4%d9%86%d8%a7%d9%86%20%d8%ba%d8%a7%d8%b1%d8%a7%d8%aa%20%d8%b9%d9%86%d9%8a%d9%81%d8%a9%20%20%d8%b9%d9%84%d9%89%20%d9%85%d8%af%d9%8a%d9%86%d8%a9%20%d8%aa%d9%84%d8%a8%d9%8a%d8%b3%d8%a9%2030_9_2015-6gagms3nUFg.mkv,2199
#Talbiseh_Direct_Network,HOMS,Talbisah,34.833601,36.735749,RU_2527,Alleged civilian casualties from Russian attacks,2015-09-30,11.0,8.0,شبكة تلبيسة مباشر-Talbisah network,https://www.youtube.com/watch?v=4oGZLvq6cTQ,NA,NA,RU_2527,https://media.syrianarchive.org/files/russian_attacks/%23%d8%b4%d8%a8%d9%83%d8%a9_%d8%aa%d9%84%d8%a8%d9%8a%d8%b3%d8%a9_%d9%85%d8%a8%d8%a7%d8%b4%d8%b1-4oGZLvq6cTQ.mkv,2200
Talbiseh: a child wounded as a result of Russian air strikes 30/9/2015.,HOMS,Talbisah,34.833601,36.735749,RU_2528,Alleged civilian casualties from Russian attacks,2015-09-30,11.0,7.0,talbisa h,https://www.youtube.com/watch?v=cgox5E1erVs,NA,NA,RU_2528,https://media.syrianarchive.org/files/russian_attacks/%d8%aa%d9%84%d8%a8%d9%8a%d8%b3%d8%a9%20%d8%a7%d8%b5%d8%a7%d8%a8%d8%a9%20%d8%b7%d9%81%d9%84%20%d9%86%d8%aa%d9%8a%d8%ac%d8%a9%20%d8%a7%d9%84%d8%ba%d8%a7%d8%b1%d8%a7%d8%aa%20%d8%a7%d9%84%d8%b1%d9%88%d8%b3%d9%8a%d8%a9%2030%209%202015-cgox5E1erVs.mkv,2201
#Homs_Northern_Countryside: Russian warplanes carry out air strikes on al-Zaafarane town 30/9/2015,HOMS,Al Zafaraneh,34.8925,36.77916667,RU_2529,Alleged civilian casualties from Russian attacks,2015-09-30,11.0,6.0,شبكة صدى الثورة-Sada revolution network,https://www.youtube.com/watch?v=wZ288TcrmPI,NA,NA,RU_2529,https://media.syrianarchive.org/files/russian_attacks/%23%d8%ad%d9%85%d8%b5.%d8%a7%d9%84%d8%b1%d9%8a%d9%81.%d8%a7%d9%84%d8%b4%d9%85%d8%a7%d9%84%d9%8a%20%d8%a7%d9%84%d8%b7%d9%8a%d8%b1%d8%a7%d9%86%20%d8%a7%d9%84%d8%ad%d8%b1%d8%a8%d9%8a%20%d8%a7%d9%84%d8%b1%d9%88%d8%b3%d9%8a%20%d9%8a%d8%b4%d9%86%20%d8%ba%d8%a7%d8%b1%d8%a7%d8%aa%20%d8%b9%d9%86%d9%8a%d9%81%d8%a9%20%d8%b9%d9%84%d9%89%20%d8%a8%d9%84%d8%af%d8%a9%20%d8%a7%d9%84%d8%b2%d8%b9%d9%81%d8%b1%d8%a7%d9%86%d8%a9%2030_9_2015-wZ288TcrmPI.mkv,2202
Talbiseh: a wounded child as a result of Russian air strikes 30/9/2015.,HOMS,Talbisah,34.833601,36.735749,RU_2530,Alleged civilian casualties from Russian attacks,2015-09-30,11.0,2.0,talbisa h,https://www.youtube.com/watch?v=Rn0HNjlb1FM,NA,NA,RU_2530,https://media.syrianarchive.org/files/russian_attacks/%d8%aa%d9%84%d8%a8%d9%8a%d8%b3%d8%a9%20%d8%b7%d9%81%d9%84%20%d9%85%d8%b5%d8%a7%d8%a8%20%d9%86%d8%aa%d9%8a%d8%ac%d8%a9%20%d8%a7%d9%84%d8%ba%d8%a7%d8%b1%d8%a7%d8%aa%20%d8%a7%d9%84%d8%b1%d9%88%d8%b3%d9%8a%d8%a9%20%2030%209%202015-Rn0HNjlb1FM.mkv,2203
Talbiseh: wounded children as a result of Russian air strikes 30/9/2015.,HOMS,Talbisah,34.833601,36.735749,RU_2531,Alleged civilian casualties from Russian attacks,2015-09-30,11.0,1.0,talbisa h,https://www.youtube.com/watch?v=iNZkylN9Vic,NA,NA,RU_2531,https://media.syrianarchive.org/files/russian_attacks/%d8%aa%d9%84%d8%a8%d9%8a%d8%b3%d8%a9%20%d8%a7%d9%84%d8%a7%d8%b7%d9%81%d8%a7%d9%84%20%d8%a7%d9%84%d9%85%d8%b5%d8%a7%d8%a8%d9%8a%d9%86%20%d9%86%d8%aa%d9%8a%d8%ac%d8%a9%20%d8%a7%d9%84%d8%ba%d8%a7%d8%b1%d8%a7%d8%aa%20%d8%a7%d9%84%d8%b1%d9%88%d8%b3%d9%8a%d8%a9%2030%209%202015-iNZkylN9Vic.mp4,2204
Talbiseh city: first moments after an air strike on the city and the moment bodies are pulled out from under the rubble.,HOMS,Talbisah,34.833601,36.735749,RU_2532,Alleged civilian casualties from Russian attacks,2015-09-30,10.0,57.0,motasem homs,https://www.youtube.com/watch?v=_357_DPrsjw,NA,NA,RU_2532,https://media.syrianarchive.org/files/russian_attacks/%d9%85%d8%af%d9%8a%d9%86%d8%a9%20%d8%aa%d9%84%d8%a8%d9%8a%d8%b3%d8%a9%20%d8%a7%d9%84%d9%84%d8%ad%d8%b8%d8%a7%d8%aa%20%d8%a7%d9%84%d8%a7%d9%88%d9%84%d9%89%20%d9%85%d9%86%20%d8%a7%d9%84%d8%ba%d8%a7%d8%b1%d8%a9%20%d8%b9%d9%84%d9%89%20%d8%a7%d9%84%d9%85%d8%af%d9%8a%d9%86%d8%a9%20%d9%88%d9%84%d8%ad%d8%b8%d8%a9%20%d8%a7%d8%b3%d8%aa%d8%ae%d8%b1%d8%a7%d8%ac%20%d8%a7%d9%84%d8%b4%d9%87%d8%af%d8%a7%d8%a1%20%d9%88%d8%a7%d9%84%d8%ac%d8%b1%d8%ad%d9%89%20%d9%85%d9%86%20%d8%aa%d8%ad%d8%aa%20%d8%a7%d9%84%d8%a7%d9%86%d9%82%d8%a7%d8%b6-_357_DPrsjw.mkv,2205
The site where a rocket fired by Russian aircraft landed in al-Latamneh city in Hama countryside 30/9/2015.,HAMA,latamneh,35.326749,36.621766,RU_2533,Alleged civilian casualties from Russian attacks,2015-09-30,10.0,57.0,علاء الدين الصالح-Alaa Aldeen Saleh,https://www.youtube.com/watch?v=kNoHxo_0iHc,NA,NA,RU_2533,https://media.syrianarchive.org/files/russian_attacks/%d9%85%d9%83%d8%a7%d9%86%20%d8%b3%d9%82%d9%88%d8%b7%20%d8%a3%d8%ad%d8%af%20%d8%a7%d9%84%d8%b5%d9%88%d8%a7%d8%b1%d9%8a%d8%ae%20%d9%85%d9%86%20%d8%a7%d9%84%d8%b7%d9%8a%d8%b1%d8%a7%d9%86%20%d8%a7%d9%84%d8%b1%d9%88%d8%b3%d9%8a%20%d8%b9%d9%84%d9%89%20%d9%85%d8%af%d9%8a%d9%86%d8%a9%20%d8%a7%d9%84%d9%84%d8%b7%d8%a7%d9%85%d9%86%d8%a9%20%d8%a8%d8%b1%d9%8a%d9%81%20%d8%ad%d9%85%d8%a7%d8%a9%2030%209%202015-kNoHxo_0iHc.mkv,2206
#Homs_Civil_Defense_Directorate,HOMS,Talbisah,34.833601,36.735749,RU_2534,Alleged civilian casualties from Russian attacks,2015-09-30,10.0,53.0,شبكة تلبيسة مباشر-Talbisah network,https://www.youtube.com/watch?v=Oxf_unklfyI,NA,NA,RU_2534,https://media.syrianarchive.org/files/russian_attacks/%23%d9%85%d8%af%d9%8a%d8%b1%d9%8a%d8%a9_%d8%a7%d9%84%d8%af%d9%81%d8%a7%d8%b9_%d8%a7%d9%84%d9%85%d8%af%d9%86%d9%8a_%d8%ad%d9%85%d8%b5-Oxf_unklfyI.mkv,2207
Talbiseh: Moment of arrival to the site where a vacuum missile landed 30/9/2015.,HOMS,Talbisah,34.833601,36.735749,RU_2535,Alleged civilian casualties from Russian attacks,2015-09-30,10.0,49.0,talbisa h,https://www.youtube.com/watch?v=QCKPqxHLtO8,NA,NA,RU_2535,https://media.syrianarchive.org/files/russian_attacks/%d8%aa%d9%84%d8%a8%d9%8a%d8%b3%d8%a9%20%d9%84%d8%ad%d8%b8%d8%a9%20%d8%a7%d9%84%d9%88%d8%b5%d9%88%d9%84%20%d9%84%d9%85%d9%83%d8%a7%d9%86%20%d8%a7%d9%86%d9%81%d8%ac%d8%a7%d8%b1%20%d8%a7%d9%84%d8%b5%d9%88%d8%b1%d8%a7%d9%8a%d8%ae%20%d8%a7%d9%84%d9%81%d8%b1%d8%a7%d8%ba%d9%8a%d8%a9%2030%209%202015-QCKPqxHLtO8.mp4,2208
#Homs_Civil_Defense_Directorate,HOMS,Talbisah,34.833601,36.735749,RU_2536,Alleged civilian casualties from Russian attacks,2015-09-30,10.0,38.0,شبكة تلبيسة مباشر-Talbisah network,https://www.youtube.com/watch?v=aKoa1WLWUus,NA,NA,RU_2536,https://media.syrianarchive.org/files/russian_attacks/%23%d9%85%d8%af%d9%8a%d8%b1%d9%8a%d8%a9_%d8%a7%d9%84%d8%af%d9%81%d8%a7%d8%b9_%d8%a7%d9%84%d9%85%d8%af%d9%86%d9%8a_%d8%ad%d9%85%d8%b5-aKoa1WLWUus.mkv,2209
Talbiseh: the moment the city was targeted by vacuum missiles fired by Russian aircraft.,HOMS,Talbisah,34.833601,36.735749,RU_2537,Alleged civilian casualties from Russian attacks,2015-09-30,10.0,35.0,talbisa h,https://www.youtube.com/watch?v=nVE7U9yw1PU,NA,NA,RU_2537,https://media.syrianarchive.org/files/russian_attacks/%d8%aa%d9%84%d8%a8%d9%8a%d8%b3%d8%a9%20%d9%84%d8%ad%d8%b8%d8%a9%20%d8%a7%d8%b3%d8%aa%d9%87%d8%af%d8%a7%d9%81%20%d8%a7%d9%84%d9%85%d8%af%d9%8a%d9%86%d8%a9%20%d8%a8%d8%a7%d9%84%d8%b5%d9%88%d8%b1%d8%a7%d8%ae%20%d8%a7%d9%84%d9%81%d8%b1%d8%a7%d8%ba%d9%8a%d8%a9%20%d9%85%d9%86%20%d8%a7%d9%84%d8%b7%d9%8a%d8%b1%d8%a7%d9%86%20%d8%a7%d9%84%d8%b1%d9%88%d8%b3%d9%8a%2030%209%202015-nVE7U9yw1PU.mp4,2210
Talbiseh: pulling dead and wounded from under the rubble 30/9/2015.,HOMS,Talbisah,34.833601,36.735749,RU_2538,Alleged civilian casualties from Russian attacks,2015-09-30,10.0,33.0,talbisa h,https://www.youtube.com/watch?v=fQQiSIBAeyQ,NA,NA,RU_2538,https://media.syrianarchive.org/files/russian_attacks/%d8%aa%d9%84%d8%a8%d9%8a%d8%b3%d8%a9%20%d8%a7%d9%86%d8%aa%d8%b4%d8%a7%d9%84%20%d8%ac%d8%ab%d8%ab%20%d8%a7%d9%84%d8%b4%d9%87%d8%af%d8%a7%d8%a1%20%d9%88%20%d8%a7%d9%84%d8%ac%d8%b1%d8%ad%d9%89%20%d9%85%d9%86%20%d8%aa%d8%ad%d8%aa%20%d8%a7%d9%84%d8%a7%d9%86%d9%82%d8%a7%d8%b6%20%d8%ac3%2030%209%202015-fQQiSIBAeyQ.mkv,2211
#Talbiseh_Direct_Network,HOMS,Talbisah,34.833601,36.735749,RU_2539,Alleged civilian casualties from Russian attacks,2015-09-30,10.0,13.0,شبكة تلبيسة مباشر-Talbisah network,https://www.youtube.com/watch?v=YadU34wOinI,NA,NA,RU_2539,https://media.syrianarchive.org/files/russian_attacks/%23%d8%b4%d8%a8%d9%83%d8%a9_%d8%aa%d9%84%d8%a8%d9%8a%d8%b3%d8%a9_%d9%85%d8%a8%d8%a7%d8%b4%d8%b1-YadU34wOinI.mkv,2212
Rastan: unidentified man killed 30/9/2015,HOMS,Rastan,34.91639,36.733818,RU_2540,Alleged civilian casualties from Russian attacks,2015-09-30,9.0,53.0,alrstm alrstm,https://www.youtube.com/watch?v=Zb1_wp3uRXw,NA,NA,RU_2540,https://media.syrianarchive.org/files/russian_attacks/%d8%a7%d9%84%d8%b1%d8%b3%d8%aa%d9%86%20%d8%b4%d9%87%d9%8a%d8%af%20%d9%85%d8%ac%d9%87%d9%88%d9%84%20%d8%a7%d9%84%d9%87%d9%88%d9%8a%d8%a9%2030%209%202015-Zb1_wp3uRXw.mkv,2213
Talbiseh: pulling dead and wounded from under the rubble 30/9/2015.,HOMS,Talbisah,34.833601,36.735749,RU_2541,Alleged civilian casualties from Russian attacks,2015-09-30,9.0,52.0,talbisa h,https://www.youtube.com/watch?v=05LfgtVgUTE,NA,NA,RU_2541,https://media.syrianarchive.org/files/russian_attacks/%d8%aa%d9%84%d8%a8%d9%8a%d8%b3%d8%a9%20%d8%a7%d9%86%d8%aa%d8%b4%d8%a7%d9%84%20%d8%a7%d9%84%d8%ac%d8%b1%d8%ad%d9%89%20%d9%88%20%d8%a7%d9%84%d8%b4%d9%87%d8%af%d8%a7%d8%a1%20%d9%85%d9%86%20%d8%aa%d8%ad%d8%aa%20%d8%a7%d9%84%d8%a7%d9%86%d9%82%d8%a7%d8%b6%2030%209%202015-05LfgtVgUTE.mp4,2214
Talbiseh: pulling bodies out from under the rubble 30/9/2015.,HOMS,Talbisah,34.833601,36.735749,RU_2542,Alleged civilian casualties from Russian attacks,2015-09-30,9.0,47.0,talbisa h,https://www.youtube.com/watch?v=pPfe3S5vvMc,NA,NA,RU_2542,https://media.syrianarchive.org/files/russian_attacks/%d8%aa%d9%84%d8%a8%d9%8a%d8%b3%d8%a9%20%d8%a7%d9%86%d8%aa%d8%b4%d8%a7%d9%84%20%d8%ac%d8%ab%d8%ab%20%d8%a7%d9%84%d8%b4%d9%87%d8%af%d8%a7%d8%a1%20%d9%85%d9%86%20%d8%aa%d8%ad%d8%aa%20%d8%a7%d9%84%d8%a3%d9%86%d9%82%d8%a7%d8%b6%2030%209%202015-pPfe3S5vvMc.mkv,2215
Talbiseh city: first moments after the air strikes carried out by Russian aircrafts on the city neighborhoods.,HOMS,Talbisah,34.833601,36.735749,RU_2543,Alleged civilian casualties from Russian attacks,2015-09-30,9.0,44.0,motasem homs,https://www.youtube.com/watch?v=66G9nXb1oCA,NA,NA,RU_2543,https://media.syrianarchive.org/files/russian_attacks/%d9%85%d8%af%d9%8a%d9%86%d8%a9%20%d8%aa%d9%84%d8%a8%d9%8a%d8%b3%d8%a9%20%d8%a7%d9%84%d9%84%d8%ad%d8%b8%d8%a7%d8%aa%20%d8%a7%d9%84%d8%a7%d9%88%d9%84%d9%89%20%d9%85%d9%86%20%d8%a7%d9%84%d8%ba%d8%a7%d8%b1%d8%a7%d8%aa%20%d8%a7%d9%84%d8%aa%d9%8a%20%d8%b4%d9%86%d9%87%d8%a7%20%d8%a7%d9%84%d8%b7%d9%8a%d8%b1%d8%a7%d9%86%20%d8%a7%d9%84%d8%b1%d9%88%d8%b3%d9%8a%20%d8%b9%d9%84%d9%89%20%d8%a7%d8%ad%d9%8a%d8%a7%d8%a1%20%d8%a7%d9%84%d9%85%d8%af%d9%8a%d9%86%d8%a930_9_2015-66G9nXb1oCA.mkv,2216
#Talbiseh_Direct_Network,HOMS,Talbisah,34.833601,36.735749,RU_2544,Alleged civilian casualties from Russian attacks,2015-09-30,9.0,44.0,شبكة تلبيسة مباشر-Talbisah network,https://www.youtube.com/watch?v=lQNhP6G0u7s,NA,NA,RU_2544,https://media.syrianarchive.org/files/russian_attacks/%23%d8%b4%d8%a8%d9%83%d8%a9_%d8%aa%d9%84%d8%a8%d9%8a%d8%b3%d8%a9_%d9%85%d8%a8%d8%a7%d8%b4%d8%b1-lQNhP6G0u7s.mkv,2217
Talbiseh: Moment of arrival to the site where a vacuum missile landed 30/9/2015.,HOMS,Talbisah,34.833601,36.735749,RU_2545,Alleged civilian casualties from Russian attacks,2015-09-30,9.0,43.0,talbisa h,https://www.youtube.com/watch?v=KqEtOd5Mypg,NA,NA,RU_2545,https://media.syrianarchive.org/files/russian_attacks/%d8%aa%d9%84%d8%a8%d9%8a%d8%b3%d8%a9%20%d9%84%d8%ad%d8%b8%d8%a9%20%d8%a7%d9%84%d9%88%d8%b5%d9%88%d9%84%20%d9%84%d9%85%d9%83%d8%a7%d9%86%20%d8%b3%d9%82%d9%88%d8%b7%20%d8%a7%d9%84%d8%b5%d9%88%d8%a7%d8%b1%d9%8a%d8%ae%20%d8%a7%d9%84%d9%81%d8%b1%d8%a7%d8%ba%d9%8a%d8%a9%2030%209%202015-KqEtOd5Mypg.mp4,2218
Russian aircraft committed a massacre in Homs countryside,HOMS,Talbisah,34.833601,36.735749,RU_2546,Alleged civilian casualties from Russian attacks,2015-09-30,9.0,40.0,SMART News Agency - وكالة سمارت للأنباء,https://www.youtube.com/watch?v=6MkcSeMHTB8,NA,NA,RU_2546,https://media.syrianarchive.org/files/russian_attacks/%d8%a7%d9%84%d8%b7%d9%8a%d8%b1%d8%a7%d9%86%20%d8%a7%d9%84%d8%b1%d9%88%d8%b3%d9%8a%20%d9%8a%d8%b1%d8%aa%d9%83%d8%a8%20%d9%85%d8%ac%d8%b2%d8%b1%20%d9%81%d9%8a%20%d8%b1%d9%8a%d9%81%20%d8%ad%d9%85%d8%b5-6MkcSeMHTB8.mkv,2219
Talbiseh 30/9/2015: Some of those killed in the massacre and residents making takbir,HOMS,Talbisah,34.833601,36.735749,RU_2547,Alleged civilian casualties from Russian attacks,2015-09-30,9.0,40.0,talbisa h,https://www.youtube.com/watch?v=IeK-V6ywp2o,NA,NA,RU_2547,https://media.syrianarchive.org/files/russian_attacks/%d8%aa%d9%84%d8%a8%d9%8a%d8%b3%d8%a9%2030%209%202015%20%d8%a8%d8%b9%d8%b6%20%d8%b4%d9%87%d8%af%d8%a7%d8%a1%20%d8%a7%d9%84%d9%85%d8%ac%d8%b2%d8%b1%d8%a9%20%d9%88%20%d8%a7%d9%84%d8%aa%d9%83%d8%a8%d9%8a%d8%b1%d8%a7%d8%aa%20%d9%85%d9%86%20%d8%a3%d9%87%d8%a7%d9%84%d9%8a%20%d8%a7%d9%84%d8%b4%d9%87%d8%af%d8%a7%d8%a1-IeK-V6ywp2o.mkv,2220
Talbiseh 30/9/2015: Important: The wounded and attempts to revive them.,HOMS,Talbisah,34.833601,36.735749,RU_2548,Alleged civilian casualties from Russian attacks,2015-09-30,9.0,40.0,talbisa h,https://www.youtube.com/watch?v=0_nWF3xrosc,NA,NA,RU_2548,https://media.syrianarchive.org/files/russian_attacks/%d8%aa%d9%84%d8%a8%d9%8a%d8%b3%d8%a9%2030%209%202015%20%d9%87%d8%a7%d8%a7%d9%85%20%d8%a7%d9%84%d8%ac%d8%b1%d8%ad%d9%89%20%d9%88%d9%85%d8%ad%d8%a7%d9%88%d9%84%d8%a9%20%d8%a5%d9%86%d9%82%d8%a7%d8%b0%20%d8%a7%d9%84%d9%85%d8%b5%d8%a7%d8%a8%d9%8a%d9%86-0_nWF3xrosc.mkv,2221
Talbiseh 30/9/2015: Important: A child with shrapnel injuries all over his body.,HOMS,Talbisah,34.833601,36.735749,RU_2549,Alleged civilian casualties from Russian attacks,2015-09-30,9.0,40.0,talbisa h,https://www.youtube.com/watch?v=iW_PfDoR-60,NA,NA,RU_2549,https://media.syrianarchive.org/files/russian_attacks/%d8%aa%d9%84%d8%a8%d9%8a%d8%b3%d8%a9%2030%209%202015%20%d9%87%d8%a7%d8%a7%d9%85%20%d8%b7%d9%81%d9%84%20%d8%b1%d8%b6%d9%8a%d8%b9%20%d9%8a%d8%aa%d8%a3%d9%84%d9%85%20%d9%88%20%d8%a7%d9%84%d8%b4%d8%b8%d8%a7%d9%8a%d8%a7%20%d8%aa%d9%85%d9%84%d8%a6%20%d8%ac%d8%b3%d9%85%d9%87-iW_PfDoR-60.mkv,2222
Talbiseh 3[0]/9/2015: dead child Ahmed Mohammed Jemaa,HOMS,Talbisah,34.833601,36.735749,RU_2550,Alleged civilian casualties from Russian attacks,2015-09-30,9.0,40.0,talbisa h,https://www.youtube.com/watch?v=9aZ0tew17VY,NA,NA,RU_2550,https://media.syrianarchive.org/files/russian_attacks/%d8%aa%d9%84%d8%a8%d9%8a%d8%b3%d8%a9%203%209%202015%20%d8%a7%d9%84%d8%b7%d9%81%d9%84%20%d8%a7%d9%84%d8%b4%d9%87%d9%8a%d8%af%20%d8%a3%d8%ad%d9%85%d8%af%20%d9%85%d8%ad%d9%85%d8%af%20%d8%ac%d9%85%d8%b9%d8%a9-9aZ0tew17VY.mkv,2223
Talbiseh 30/9/2015: field hospitals filled with wounded.,HOMS,Talbisah,34.833601,36.735749,RU_2551,Alleged civilian casualties from Russian attacks,2015-09-30,9.0,40.0,talbisa h,https://www.youtube.com/watch?v=wUMWd_vmr1E,NA,NA,RU_2551,https://media.syrianarchive.org/files/russian_attacks/%d8%aa%d9%84%d8%a8%d9%8a%d8%b3%d8%a9%2030%209%202015%20%d8%a5%d8%b2%d8%af%d8%ad%d8%a7%d9%85%20%d8%a7%d9%84%d9%85%d8%b4%d9%81%d9%89%20%d8%a7%d9%84%d9%85%d9%8a%d8%af%d8%a7%d9%86%d9%8a%20%d8%a8%d8%a7%d9%84%d8%ac%d8%b1%d8%ad%d9%89-wUMWd_vmr1E.mkv,2224
Talbiseh 30/9/2015: a young man with head wounds pulled out of the rubble,HOMS,Talbisah,34.833601,36.735749,RU_2552,Alleged civilian casualties from Russian attacks,2015-09-30,9.0,40.0,talbisa h,https://www.youtube.com/watch?v=GMU54aiGSDA,NA,NA,RU_2552,https://media.syrianarchive.org/files/russian_attacks/%d8%aa%d9%84%d8%a8%d9%8a%d8%b3%d8%a9%2030%209%202015%20%d8%a5%d8%b5%d8%a7%d8%a8%d8%a9%20%d8%a8%d8%a7%d9%84%d8%b1%d8%a3%d8%b3%20%d9%84%d8%b4%d8%a7%d8%a8%20%d8%a3%d8%ae%d8%b1%d8%ac%20%d9%85%d9%86%20%d8%aa%d8%ad%d8%aa%20%d8%a7%d9%84%d8%a3%d9%86%d9%82%d8%a7%d8%b6-GMU54aiGSDA.mkv,2225
Talbiseh 30/9/2015: The body of Mousa Mahmoud Jemaa,HOMS,Talbisah,34.833601,36.735749,RU_2553,Alleged civilian casualties from Russian attacks,2015-09-30,9.0,40.0,talbisa h,https://www.youtube.com/watch?v=0mm-S2adiU4,NA,NA,RU_2553,https://media.syrianarchive.org/files/russian_attacks/%d8%aa%d9%84%d8%a8%d9%8a%d8%b3%d8%a9%2030%209%202015%20%d8%a7%d9%84%d8%b4%d9%87%d9%8a%d8%af%20%d8%a7%d9%84%d8%b4%d8%a7%d8%a8%20%d9%85%d9%88%d8%b3%d9%89%20%d9%85%d8%ad%d9%85%d9%88%d8%af%20%d8%ac%d9%85%d8%b9%d8%a9-0mm-S2adiU4.mkv,2226
Rastan: Important: Warplanes targeting the outskirts of Rastan with vacuum missiles 30/9/2015.,HOMS,Rastan,34.91639,36.733818,RU_2554,Alleged civilian casualties from Russian attacks,2015-09-30,9.0,29.0,alrstm alrstm,https://www.youtube.com/watch?v=_M_mLHX6uyA,NA,NA,RU_2554,https://media.syrianarchive.org/files/russian_attacks/%d8%a7%d9%84%d8%b1%d8%b3%d8%aa%d9%86%20%d9%87%d8%a7%d8%a7%d9%85%20%d8%a7%d9%84%d8%b7%d9%8a%d8%b1%d8%a7%d9%86%20%d8%a7%d9%84%d8%ad%d8%b1%d8%a8%d9%8a%20%d9%88%d9%87%d9%88%20%d9%8a%d9%82%d9%88%d9%85%20%d8%a8%d8%a7%d8%b3%d8%aa%d9%87%d8%af%d8%a7%d9%81%20%d8%a7%d8%b7%d8%b1%d8%a7%d9%81%20%d8%a7%d9%84%d8%b1%d8%b3%d8%aa%d9%86%20%d8%a8%d8%a7%d9%84%d8%b5%d9%88%d8%a7%d8%b1%d9%8a%d8%ae%20%d8%a7%d9%84%d9%81%d8%b1%d8%a7%d8%ba%d9%8a%d8%a9%2030%209%202015-_M_mLHX6uyA.mkv,2227
